id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.6985446214675903,0.6042800545692444,0.5792999267578125,0.6048909425735474,0.6046376824378967,0.6645960807800293,0.6596552729606628,0.6040522456169128,0.6161255240440369,0.6529659032821655,0.6404749751091003,0.6394678354263306,0.607853889465332,0.6985446214675903
1,None,l1,saga,0.7427246570587158,0.6356314420700073,0.5835141539573669,0.6076006293296814,0.6055179834365845,0.7291522026062012,0.6873859763145447,0.6042994260787964,0.654273509979248,0.6741893887519836,0.7121856808662415,0.7126377820968628,0.645874559879303,0.7427246570587158
2,None,l2,lbfgs,0.743279755115509,0.6357941031455994,0.5840049386024475,0.6076107621192932,0.6056060194969177,0.7292572259902954,0.6879581212997437,0.6042181253433228,0.6541820764541626,0.6742266416549683,0.7122431993484497,0.7126140594482422,0.6460065841674805,0.743279755115509
3,None,l2,liblinear,0.6912844777107239,0.6040699481964111,0.5790257453918457,0.6048198938369751,0.6045868992805481,0.6624250411987305,0.6472033858299255,0.6039642691612244,0.6140968799591064,0.6540362238883972,0.6382951140403748,0.6360369324684143,0.6065475940704346,0.6912844777107239
4,None,l2,newton-cg,0.7446843981742859,0.6344997882843018,0.5823565125465393,0.6070864200592041,0.6053317785263062,0.7293825149536133,0.6851244568824768,0.6042689085006714,0.6539009809494019,0.67279052734375,0.7120028734207153,0.7128951549530029,0.6446630358695984,0.7446843981742859
5,None,l2,sag,0.7427720427513123,0.6356687545776367,0.5835242867469788,0.6076175570487976,0.6055383086204529,0.7291725277900696,0.6874976754188538,0.6042960286140442,0.6542938351631165,0.6742198467254639,0.7122465968132019,0.7126919627189636,0.6459084153175354,0.7427720427513123
6,None,l2,saga,0.7426840662956238,0.6355569362640381,0.5835107564926147,0.6075769662857056,0.6055010557174683,0.7291149497032166,0.6873182654380798,0.604292631149292,0.6542125940322876,0.6741352081298828,0.7121213674545288,0.7125462889671326,0.6458103060722351,0.7426840662956238
7,0.1,elasticnet,saga,0.7426840662956238,0.6355603337287903,0.5835175514221191,0.6075803637504578,0.6055010557174683,0.7291149497032166,0.6873114705085754,0.604292631149292,0.6542091965675354,0.6741318106651306,0.7121179699897766,0.712539553642273,0.6458136439323425,0.7426840662956238
8,0.2,elasticnet,saga,0.7426941990852356,0.6355704665184021,0.5835107564926147,0.6075938940048218,0.6055077910423279,0.7291183471679688,0.6873250007629395,0.604292631149292,0.6542125940322876,0.6741352081298828,0.712138295173645,0.7125564813613892,0.6458271741867065,0.7426941990852356
9,0.3,elasticnet,saga,0.7426908016204834,0.6355569362640381,0.5835175514221191,0.6075803637504578,0.6055010557174683,0.729121744632721,0.6873080730438232,0.604292631149292,0.654188871383667,0.6741453409194946,0.7121179699897766,0.7125293612480164,0.6458136439323425,0.7426908016204834
10,0.4,elasticnet,saga,0.7426975965499878,0.6355806589126587,0.5835141539573669,0.6075870990753174,0.6055145859718323,0.7291284799575806,0.6873385310173035,0.604292631149292,0.6542261242866516,0.6741487383842468,0.7121450304985046,0.712553083896637,0.6458305716514587,0.7426975965499878
11,0.5,elasticnet,saga,0.7426975965499878,0.6355840563774109,0.5835175514221191,0.6075904965400696,0.6055145859718323,0.729135274887085,0.6873385310173035,0.604292631149292,0.6542295217514038,0.6741555333137512,0.7121416926383972,0.7125598788261414,0.6458508968353271,0.7426975965499878
12,0.6,elasticnet,saga,0.7427077293395996,0.6355975866317749,0.5835141539573669,0.6075904965400696,0.6055145859718323,0.7291420698165894,0.6873521208763123,0.604292631149292,0.6542261242866516,0.6741724610328674,0.712151825428009,0.7125700116157532,0.6458542943000793,0.7427077293395996
13,0.7,elasticnet,saga,0.7427212595939636,0.6356145143508911,0.5835141539573669,0.6075938940048218,0.6055213809013367,0.729148805141449,0.6873622536659241,0.604292631149292,0.654259979724884,0.6741622686386108,0.7121788859367371,0.7126140594482422,0.6458644270896912,0.7427212595939636
14,0.8,elasticnet,saga,0.7427246570587158,0.6356179118156433,0.5835141539573669,0.6075938940048218,0.6055213809013367,0.7291556000709534,0.6873690485954285,0.6042994260787964,0.6542701721191406,0.674179196357727,0.7121788859367371,0.7126275897026062,0.6458712220191956,0.7427246570587158
15,0.9,elasticnet,saga,0.7427246570587158,0.6356213092803955,0.5835073590278625,0.6075972318649292,0.6055213809013367,0.7291556000709534,0.6873791813850403,0.6042994260787964,0.6542701721191406,0.674179196357727,0.7121822834014893,0.7126309871673584,0.6458678245544434,0.7427246570587158
