id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.6670637726783752,0.6783199906349182,0.577549934387207,0.6951425075531006,0.6557648181915283,0.6841830611228943,0.6326355934143066,0.6357967257499695,0.650128185749054,0.6984748244285583,0.6880993247032166,0.6905587911605835,0.7049005627632141,0.6951425075531006
1,None,l1,saga,0.6567574739456177,0.7055276036262512,0.6178811192512512,0.7424147725105286,0.7219276428222656,0.6715224981307983,0.6413058638572693,0.6567723751068115,0.6704451441764832,0.6912264227867126,0.6751591563224792,0.6756632924079895,0.7138955593109131,0.7424147725105286
2,None,l2,lbfgs,0.6558334827423096,0.7061306834220886,0.6181079149246216,0.741386353969574,0.7210710644721985,0.6714479923248291,0.6429749131202698,0.6566200852394104,0.6703401207923889,0.6911553144454956,0.6756161451339722,0.6764897108078003,0.7148702144622803,0.741386353969574
3,None,l2,liblinear,0.6640954613685608,0.6743455529212952,0.5772215723991394,0.6924294829368591,0.6549792885780334,0.6796241998672485,0.6265586018562317,0.6359321475028992,0.6443673968315125,0.6968659162521362,0.6838886141777039,0.6860440969467163,0.7021763324737549,0.6924294829368591
4,None,l2,newton-cg,0.6539075970649719,0.7015870809555054,0.6195329427719116,0.7420967817306519,0.7208442687988281,0.6689517498016357,0.6369960904121399,0.6562002897262573,0.6691750884056091,0.6906540393829346,0.6726509928703308,0.6730656027793884,0.709929347038269,0.7420967817306519
5,None,l2,sag,0.6567981243133545,0.7055851817131042,0.6178675889968872,0.7424249053001404,0.7220935821533203,0.6715698838233948,0.6413905024528503,0.6567656397819519,0.6705297827720642,0.691060483455658,0.6752065420150757,0.6756972074508667,0.7134488821029663,0.7424249053001404
6,None,l2,saga,0.6566187143325806,0.7054462432861328,0.6178573966026306,0.7423166632652283,0.7219005823135376,0.6713938117027283,0.6410858035087585,0.6567487120628357,0.6702656149864197,0.6911553144454956,0.675074577331543,0.6755684614181519,0.7137196063995361,0.7423166632652283
7,0.1,elasticnet,saga,0.6566356420516968,0.7054665684700012,0.617864191532135,0.7423098683357239,0.7219039797782898,0.6714107394218445,0.6411128640174866,0.6567757725715637,0.6702825427055359,0.6911688446998596,0.675088107585907,0.6755820512771606,0.7137805223464966,0.7423098683357239
8,0.2,elasticnet,saga,0.6566593050956726,0.7054395079612732,0.617850661277771,0.7423403263092041,0.7219039797782898,0.6714107394218445,0.6411297917366028,0.6567757725715637,0.6702994704246521,0.6911722421646118,0.6750982403755188,0.6755989789962769,0.7138245105743408,0.7423403263092041
9,0.3,elasticnet,saga,0.656679630279541,0.7054462432861328,0.617864191532135,0.7423504590988159,0.721907377243042,0.6714377999305725,0.641146719455719,0.6567927002906799,0.6703062653541565,0.691189169883728,0.6751050353050232,0.6756125092506409,0.7138820290565491,0.7423504590988159
