id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.670702338218689,0.6401547789573669,0.5878095626831055,0.6299140453338623,0.629491925239563,0.6739407777786255,0.6788172125816345,0.6178001761436462,0.6450176239013672,0.6646852493286133,0.6704881191253662,0.670488178730011,0.6475226283073425,0.6788172125816345
1,None,l1,saga,0.738162100315094,0.7131714820861816,0.6419376730918884,0.7153518199920654,0.7141981720924377,0.7458229660987854,0.7423970103263855,0.6876739263534546,0.7209681868553162,0.7456128597259521,0.7394300699234009,0.7368877530097961,0.7231680750846863,0.7423970103263855
2,None,l2,lbfgs,0.7380605936050415,0.7143946290016174,0.6412776112556458,0.7168605327606201,0.715559184551239,0.746161699295044,0.7417436242103577,0.6896442174911499,0.7218284010887146,0.7445662617683411,0.7398498058319092,0.7372332215309143,0.7243626713752747,0.7417436242103577
3,None,l2,liblinear,0.6698392033576965,0.639687180519104,0.587528645992279,0.6295047402381897,0.6294344067573547,0.6730026006698608,0.6797415018081665,0.6175530552864075,0.645115852355957,0.6633879542350769,0.6696926951408386,0.6696651577949524,0.6474041938781738,0.6797415018081665
4,None,l2,newton-cg,0.7382602691650391,0.7143641114234924,0.6419207453727722,0.7163328528404236,0.7156133651733398,0.7457349300384521,0.7441744208335876,0.690297544002533,0.7225226759910583,0.7458330392837524,0.739555299282074,0.7370638847351074,0.7241122722625732,0.7441744208335876
5,None,l2,sag,0.7381824254989624,0.7132799029350281,0.6419748663902283,0.7154059410095215,0.7142896056175232,0.7458636164665222,0.7424274682998657,0.6877653002738953,0.7209987044334412,0.7456501126289368,0.7394571304321289,0.736941933631897,0.7232628464698792,0.7424274682998657
6,None,l2,saga,0.7381587624549866,0.7131003141403198,0.6419207453727722,0.7153247594833374,0.7141203284263611,0.7457518577575684,0.7423428297042847,0.6876434683799744,0.7209140062332153,0.7455756068229675,0.7393657565116882,0.7368437051773071,0.723097026348114,0.7423428297042847
7,0.1,elasticnet,saga,0.7381654977798462,0.7131240367889404,0.6419139504432678,0.7153247594833374,0.7141338586807251,0.7457653880119324,0.7423597574234009,0.687650203704834,0.7209208011627197,0.7455790042877197,0.7393894195556641,0.7368505001068115,0.723110556602478,0.7423597574234009
8,0.2,elasticnet,saga,0.7381654977798462,0.7131443619728088,0.6419207453727722,0.7153247594833374,0.7141609191894531,0.7457789778709412,0.7423766851425171,0.6876536011695862,0.7209275364875793,0.7455891370773315,0.7394199371337891,0.7368538975715637,0.723137617111206,0.7423766851425171
9,0.3,elasticnet,saga,0.738162100315094,0.713147759437561,0.6419207453727722,0.7153247594833374,0.7141541838645935,0.745789110660553,0.7423699498176575,0.687650203704834,0.7209275364875793,0.7455857992172241,0.7394131422042847,0.7368640303611755,0.7231410145759583,0.7423699498176575
