id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.6772042512893677,0.6540973782539368,0.6074725389480591,0.6529107689857483,0.6514853239059448,0.6845217943191528,0.6778455972671509,0.6374894380569458,0.663288950920105,0.6840491890907288,0.6821318864822388,0.6807233095169067,0.6606665849685669,0.6807233095169067
1,None,l1,saga,0.7335996031761169,0.695796549320221,0.6176915764808655,0.685897171497345,0.6623092889785767,0.7528510093688965,0.7456606030464172,0.6394427418708801,0.7090029120445251,0.7403324246406555,0.7503224015235901,0.7479627728462219,0.7147043943405151,0.7479627728462219
2,None,l2,lbfgs,0.7344322204589844,0.7097662687301636,0.6239908933639526,0.7111367583274841,0.7008078098297119,0.7528103590011597,0.7452002167701721,0.6610954999923706,0.7119764685630798,0.7433266043663025,0.7494626641273499,0.7474581599235535,0.7247349619865417,0.7474581599235535
3,None,l2,liblinear,0.6742223501205444,0.6599319577217102,0.6033869385719299,0.6574066281318665,0.653083324432373,0.680616557598114,0.6778185367584229,0.6347845196723938,0.6635667085647583,0.6781048774719238,0.6784560084342957,0.6774820685386658,0.6652114987373352,0.6774820685386658
4,None,l2,newton-cg,0.7339143753051758,0.7037622928619385,0.6176272630691528,0.7035523653030396,0.6865067481994629,0.752586841583252,0.7446144819259644,0.6533362865447998,0.705853283405304,0.7455451488494873,0.7495235800743103,0.7471431493759155,0.7198584079742432,0.7471431493759155
5,None,l2,sag,0.7334946393966675,0.6950849890708923,0.6169232130050659,0.6838877201080322,0.6597260236740112,0.7528780698776245,0.7455793619155884,0.6357865929603577,0.7092636823654175,0.7404848337173462,0.750417172908783,0.7479898929595947,0.7144708633422852,0.7479898929595947
6,None,l2,saga,0.7335657477378845,0.6954712867736816,0.6172041296958923,0.6859309673309326,0.6619606018066406,0.7528340816497803,0.7455692291259766,0.6391584277153015,0.7086473107337952,0.7400885224342346,0.7500719428062439,0.7479255199432373,0.7141662836074829,0.7479255199432373
7,0.1,elasticnet,saga,0.7335691452026367,0.6955119371414185,0.6172345876693726,0.6859986186027527,0.6619741320610046,0.7528442144393921,0.7455759644508362,0.6391719579696655,0.7086608409881592,0.7401054501533508,0.7500956058502197,0.7479221820831299,0.714250922203064,0.7479221820831299
8,0.2,elasticnet,saga,0.7335725426673889,0.6955356597900391,0.6173767447471619,0.6860324740409851,0.6620553731918335,0.7528306841850281,0.745589554309845,0.6391786932945251,0.708657443523407,0.7401257753372192,0.7501497864723206,0.7479221820831299,0.7143422961235046,0.7479221820831299
9,0.3,elasticnet,saga,0.7335725426673889,0.6955491900444031,0.6174343228340149,0.6860054135322571,0.6620147228240967,0.7528374791145325,0.745589554309845,0.6392092108726501,0.7086845636367798,0.7401562929153442,0.7501497864723206,0.7479187846183777,0.7143998146057129,0.7479187846183777
10,0.4,elasticnet,saga,0.7335758805274963,0.6956338882446289,0.6175189018249512,0.6856975555419922,0.6620215177536011,0.7528408169746399,0.7456132173538208,0.6391956210136414,0.7087353467941284,0.7402036786079407,0.7501734495162964,0.7479424476623535,0.7145622372627258,0.7479424476623535
11,0.5,elasticnet,saga,0.7335758805274963,0.6956372857093811,0.6174749135971069,0.685897171497345,0.6621332168579102,0.7528442144393921,0.745630145072937,0.6392768621444702,0.708759069442749,0.7402274012565613,0.7501667141914368,0.7479424476623535,0.7145351767539978,0.7479424476623535
12,0.6,elasticnet,saga,0.7335826754570007,0.6957118511199951,0.6176035404205322,0.6857043504714966,0.6621264815330505,0.7528408169746399,0.7456234097480774,0.6392836570739746,0.7088810205459595,0.7402579188346863,0.7502784132957458,0.7479391098022461,0.7146164178848267,0.7479391098022461
13,0.7,elasticnet,saga,0.7335792779922485,0.6956949234008789,0.6175900101661682,0.6857855319976807,0.6622111201286316,0.7528408169746399,0.7456200122833252,0.6392937898635864,0.7088437676429749,0.7402714490890503,0.7502344250679016,0.7479526400566101,0.7146164178848267,0.7479526400566101
14,0.8,elasticnet,saga,0.7335860729217529,0.6957287788391113,0.6176137328147888,0.6858057975769043,0.6622381806373596,0.7528476119041443,0.7456132173538208,0.639331042766571,0.7088674306869507,0.7402883768081665,0.7502546906471252,0.7479560375213623,0.7146400809288025,0.7479560375213623
15,0.9,elasticnet,saga,0.7335962057113647,0.6957592964172363,0.6176644563674927,0.6858463883399963,0.6622619032859802,0.7528408169746399,0.7456335425376892,0.6393920183181763,0.7089724540710449,0.7403188347816467,0.7502987384796143,0.7479594349861145,0.7146874666213989,0.7479594349861145
16,None,none,lbfgs,0.7343916296958923,0.7098374366760254,0.6239976286888123,0.7112382054328918,0.7009127736091614,0.7528103590011597,0.7451764941215515,0.6611225605010986,0.7120407819747925,0.7433638572692871,0.749614953994751,0.7476376295089722,0.7248026132583618,0.7476376295089722
