id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.6204569339752197,0.697826087474823,0.6151562929153442,0.710974395275116,0.7328667640686035,0.6264720559120178,0.6072443127632141,0.7277802228927612,0.6737776398658752,0.6641568541526794,0.6416664123535156,0.6346517205238342,0.681137204170227,0.681137204170227
1,None,l1,saga,0.6853376030921936,0.7418936491012573,0.5953139066696167,0.7311869859695435,0.7246531248092651,0.7037836313247681,0.6756687164306641,0.6856359243392944,0.7349181175231934,0.720077633857727,0.7139458060264587,0.7058436870574951,0.7464170455932617,0.7464170455932617
2,None,l2,lbfgs,0.6857370138168335,0.7424492835998535,0.5984246730804443,0.7310043573379517,0.724778413772583,0.705226480960846,0.6755468249320984,0.6838112473487854,0.736049234867096,0.720765233039856,0.7161865234375,0.7087631821632385,0.7457876205444336,0.7457876205444336
3,None,l2,liblinear,0.6120392680168152,0.701156735420227,0.6083288788795471,0.7114818096160889,0.7340517640113831,0.6168665289878845,0.6021829843521118,0.7196248769760132,0.6750679612159729,0.6603158712387085,0.6332889795303345,0.6245046854019165,0.6805517673492432,0.6805517673492432
4,None,l2,newton-cg,0.6835031509399414,0.7411888837814331,0.5935808420181274,0.7308216691017151,0.7228519320487976,0.703238308429718,0.6732311844825745,0.6839398741722107,0.7387382984161377,0.7170428037643433,0.7127475738525391,0.7048750519752502,0.7462647557258606,0.7462647557258606
5,None,l2,sag,0.6854493021965027,0.7418088912963867,0.5952902436256409,0.7311734557151794,0.7246463894844055,0.7038919925689697,0.6760241985321045,0.6856325268745422,0.7348808646202087,0.7201792597770691,0.7139999270439148,0.705985963344574,0.7463662624359131,0.7463662624359131
6,None,l2,saga,0.6849923729896545,0.7418969869613647,0.5952834486961365,0.7311903834342957,0.7246361970901489,0.7036210298538208,0.6752929091453552,0.685602068901062,0.7348943948745728,0.7199590802192688,0.7139491438865662,0.7057827115058899,0.7463967204093933,0.7463967204093933
7,0.1,elasticnet,saga,0.6850431561470032,0.7418868541717529,0.5952902436256409,0.7311971783638,0.7246395945549011,0.7036413550376892,0.6753403544425964,0.6856054663658142,0.7349079251289368,0.7199590802192688,0.7139796018600464,0.7057793736457825,0.7463933825492859,0.7463933825492859
8,0.2,elasticnet,saga,0.6850770115852356,0.7418834567070007,0.5952970385551453,0.7311937808990479,0.7246395945549011,0.7036447525024414,0.6753708124160767,0.6856054663658142,0.7349181175231934,0.7199692726135254,0.7139863967895508,0.7057827115058899,0.7463967204093933,0.7463967204093933
9,0.3,elasticnet,saga,0.685137927532196,0.7418868541717529,0.5953105688095093,0.7311903834342957,0.7246361970901489,0.7036854028701782,0.6754114031791687,0.6856088638305664,0.7349181175231934,0.7199794054031372,0.7139458060264587,0.7057624459266663,0.7463933825492859,0.7463933825492859
10,0.4,elasticnet,saga,0.685137927532196,0.7418902516365051,0.5953037738800049,0.7311971783638,0.7246395945549011,0.7036921381950378,0.6754215955734253,0.6856223940849304,0.7349181175231934,0.7199828028678894,0.7139525413513184,0.7057691812515259,0.7463933825492859,0.7463933825492859
11,0.5,elasticnet,saga,0.6851785182952881,0.7418868541717529,0.5952936410903931,0.7311869859695435,0.7246361970901489,0.7037091255187988,0.6754893064498901,0.6856291890144348,0.7349214553833008,0.72000652551651,0.7139796018600464,0.7058166265487671,0.7464035153388977,0.7464035153388977
