id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.5793974995613098,0.5915402173995972,0.646070659160614,0.6127222776412964,0.5893648862838745,0.5764935612678528,0.5779732465744019,0.626690149307251,0.6074622869491577,0.5956225395202637,0.5772702693939209,0.5735424757003784,0.5810685157775879,0.646070659160614
1,None,l1,saga,0.5784972310066223,0.5946201682090759,0.6671315431594849,0.6107636094093323,0.5919448137283325,0.575294554233551,0.5766732096672058,0.6239954233169556,0.6153635382652283,0.6092081069946289,0.5754560232162476,0.5723130106925964,0.590665876865387,0.6671315431594849
2,None,l2,lbfgs,0.5787510871887207,0.5943321585655212,0.6674057245254517,0.6106959581375122,0.5877364277839661,0.5756197571754456,0.5769609808921814,0.6219574213027954,0.615715742111206,0.6082597374916077,0.5757572650909424,0.5725805759429932,0.5891667008399963,0.6674057245254517
3,None,l2,liblinear,0.580504298210144,0.5931496620178223,0.6471537947654724,0.6122283935546875,0.5894597172737122,0.5768898725509644,0.5781221985816956,0.6228071451187134,0.6073979735374451,0.5963067412376404,0.5776662826538086,0.5751715302467346,0.580946683883667,0.6471537947654724
4,None,l2,newton-cg,0.5782264471054077,0.5958399176597595,0.668086051940918,0.6084057688713074,0.5896696448326111,0.5750541090965271,0.5757353901863098,0.6228477358818054,0.614316999912262,0.6075281500816345,0.5732592940330505,0.5718863010406494,0.5861954689025879,0.668086051940918
5,None,l2,sag,0.5785005688667297,0.5944913625717163,0.6669114828109741,0.6108413934707642,0.5918601751327515,0.575281023979187,0.5766528844833374,0.6240258812904358,0.6151942014694214,0.6086560487747192,0.575476348400116,0.5723198056221008,0.589928150177002,0.6669114828109741
6,None,l2,saga,0.5785005688667297,0.5946709513664246,0.6677001714706421,0.6107534766197205,0.591826319694519,0.5753013491630554,0.5767781734466553,0.6239209175109863,0.6152381896972656,0.6090319752693176,0.5754255652427673,0.5723198056221008,0.5905745029449463,0.6677001714706421
7,0.1,elasticnet,saga,0.5785005688667297,0.5946608185768127,0.6676358580589294,0.6107365489006042,0.5918432474136353,0.5752979516983032,0.5767781734466553,0.6239310503005981,0.6152483820915222,0.609052300453186,0.5754221677780151,0.5723164081573486,0.5905982255935669,0.6676358580589294
8,0.2,elasticnet,saga,0.5785005688667297,0.5945557951927185,0.6672872304916382,0.6107399463653564,0.5918838381767273,0.5752979516983032,0.5767747759819031,0.6239277124404907,0.6152822375297546,0.609082818031311,0.5754052400588989,0.5723164081573486,0.5906083583831787,0.6672872304916382
9,0.3,elasticnet,saga,0.5785005688667297,0.5945557951927185,0.6673176884651184,0.6107568740844727,0.5918872356414795,0.5752979516983032,0.5767747759819031,0.6239344477653503,0.6152923703193665,0.6090862154960632,0.5754052400588989,0.5723130106925964,0.5906184911727905,0.6673176884651184
