id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.6035877466201782,0.6859672665596008,0.6069850921630859,0.6731877326965332,0.6828163266181946,0.6078944206237793,0.6065942645072937,0.6265005469322205,0.6777841448783875,0.6653321385383606,0.6151835918426514,0.6109064221382141,0.6633163690567017,0.6777841448783875
1,None,l1,saga,0.6839228272438049,0.7319762110710144,0.6127868294715881,0.6857584714889526,0.6885042786598206,0.7063103318214417,0.680557370185852,0.6657131314277649,0.7334550023078918,0.7172155380249023,0.7154960036277771,0.7117030024528503,0.734799325466156,0.7334550023078918
2,None,l2,lbfgs,0.684295117855072,0.7320609092712402,0.6127089858055115,0.6856908202171326,0.6886972784996033,0.7068352699279785,0.6809738278388977,0.6658180952072144,0.7336819171905518,0.7176253795623779,0.716172993183136,0.7122008800506592,0.7348365783691406,0.7336819171905518
3,None,l2,liblinear,0.6035776138305664,0.6858554482460022,0.6074082255363464,0.6722743511199951,0.681604266166687,0.6077114939689636,0.6062659025192261,0.6244016289710999,0.676835834980011,0.6636961698532104,0.6149263381958008,0.6106997728347778,0.6629272103309631,0.676835834980011
4,None,l2,newton-cg,0.6843594312667847,0.7329147458076477,0.6142118573188782,0.6852476596832275,0.6876578330993652,0.7062053084373474,0.6809061169624329,0.6648126244544983,0.7335092425346375,0.7175034284591675,0.715661883354187,0.7117775082588196,0.7351444959640503,0.7335092425346375
5,None,l2,sag,0.6840581893920898,0.7320067286491394,0.6127563714981079,0.6858125925064087,0.6885313391685486,0.7065101265907288,0.680723249912262,0.6657571196556091,0.7335363030433655,0.7173205614089966,0.7156381607055664,0.7119061946868896,0.7348467111587524,0.7335363030433655
6,None,l2,saga,0.6838415861129761,0.7319457530975342,0.6127732992172241,0.6856840252876282,0.6884094476699829,0.7062053084373474,0.6804084181785583,0.6655675768852234,0.733387291431427,0.7171613574028015,0.7153471112251282,0.7113913893699646,0.73481285572052,0.733387291431427
7,0.1,elasticnet,saga,0.6838348507881165,0.7319457530975342,0.6127868294715881,0.6856874227523804,0.6884162425994873,0.7062188386917114,0.6804152131080627,0.6655777096748352,0.7333838939666748,0.7171647548675537,0.7153505086898804,0.7114455699920654,0.7348162531852722,0.7333838939666748
8,0.2,elasticnet,saga,0.6838280558586121,0.7319321632385254,0.6127868294715881,0.685707688331604,0.6884500980377197,0.7062222361564636,0.6804084181785583,0.665631890296936,0.7333804965019226,0.7171478271484375,0.715343713760376,0.7114964127540588,0.734799325466156,0.7333804965019226
9,0.3,elasticnet,saga,0.6838415861129761,0.7319389581680298,0.6127834320068359,0.6856975555419922,0.6884399652481079,0.7062324285507202,0.6804287433624268,0.6656216979026794,0.733400821685791,0.7171714901924133,0.7153775691986084,0.7115878462791443,0.7347756624221802,0.733400821685791
