id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.6676967144012451,0.6670913100242615,0.6085421442985535,0.6741958260536194,0.6819157600402832,0.6759188175201416,0.6770737171173096,0.6649175882339478,0.658147931098938,0.6803166270256042,0.6743096113204956,0.6720969676971436,0.6705787181854248,0.6819157600402832
1,None,l1,saga,0.7122998833656311,0.7170171141624451,0.616730272769928,0.7365725636482239,0.7350640892982483,0.7211724519729614,0.7211191058158875,0.7379193902015686,0.7138391733169556,0.7246230840682983,0.7170395255088806,0.7147985696792603,0.7243356108665466,0.7350640892982483
2,None,l2,lbfgs,0.7124623656272888,0.7170747518539429,0.6167065501213074,0.7365826964378357,0.7350133061408997,0.7214468121528625,0.7213560938835144,0.7377602458000183,0.7139373421669006,0.7247721552848816,0.7173170447349548,0.71512371301651,0.7245352864265442,0.7350133061408997
3,None,l2,liblinear,0.6706921458244324,0.664997398853302,0.6102041602134705,0.6768648624420166,0.680371880531311,0.6772295832633972,0.6795349717140198,0.6616134643554688,0.6603865623474121,0.6810516119003296,0.6752336621284485,0.6727201342582703,0.6698545217514038,0.680371880531311
4,None,l2,newton-cg,0.7111795544624329,0.7151671648025513,0.6182906627655029,0.737766683101654,0.7367941737174988,0.7192350625991821,0.7196092009544373,0.7372626066207886,0.7130568027496338,0.7227974534034729,0.7150729298591614,0.7128579020500183,0.7221900820732117,0.7367941737174988
5,None,l2,sag,0.7123134136199951,0.7170747518539429,0.6166625618934631,0.7365928292274475,0.7350572943687439,0.721196174621582,0.7211259007453918,0.7380073666572571,0.7138493061065674,0.7246298789978027,0.7170665860176086,0.7148019671440125,0.7243626713752747,0.7350572943687439
6,None,l2,saga,0.7122457027435303,0.7169967889785767,0.6167539358139038,0.7365421056747437,0.7350640892982483,0.7210843563079834,0.7209532260894775,0.7379024624824524,0.7137510776519775,0.7245350480079651,0.7169548869132996,0.7147477865219116,0.7242103815078735,0.7350640892982483
7,0.1,elasticnet,saga,0.7122355699539185,0.7169798612594604,0.61677086353302,0.7365217804908752,0.7350674867630005,0.721081018447876,0.7209633588790894,0.7378787398338318,0.7137476801872253,0.7245316505432129,0.7169582843780518,0.7147409915924072,0.7242137789726257,0.7350674867630005
8,0.2,elasticnet,saga,0.7122626304626465,0.7169832587242126,0.6167742609977722,0.7365522384643555,0.7350606918334961,0.72109454870224,0.7209701538085938,0.7378753423690796,0.7137612700462341,0.7245417833328247,0.7169819474220276,0.7147511839866638,0.7242205739021301,0.7350606918334961
9,0.3,elasticnet,saga,0.7122728228569031,0.7169933915138245,0.6167742609977722,0.7365488409996033,0.7350505590438843,0.7210979461669922,0.72098708152771,0.7378753423690796,0.7137612700462341,0.7245689034461975,0.716988742351532,0.7147511839866638,0.7242408394813538,0.7350505590438843
10,0.4,elasticnet,saga,0.7122694253921509,0.7169866561889648,0.616757333278656,0.7365522384643555,0.7350505590438843,0.7211114764213562,0.7209972143173218,0.73786860704422,0.7137781977653503,0.7245790958404541,0.7169954776763916,0.714754581451416,0.7242510318756104,0.7350505590438843
11,0.5,elasticnet,saga,0.7122626304626465,0.7169933915138245,0.6167539358139038,0.7365590333938599,0.7350505590438843,0.7211182713508606,0.7210277318954468,0.7378719449043274,0.7137815952301025,0.7245926260948181,0.7170056700706482,0.7147647142410278,0.7242611646652222,0.7350505590438843
