id,l1_ratio,penalty,solver,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,None,l1,liblinear,0.5896260142326355,0.6044663786888123,0.5964884757995605,0.6156755685806274,0.6213459968566895,0.5903565287590027,0.5850286483764648,0.7009885311126709,0.6113705635070801,0.594924807548523,0.5928303003311157,0.591198205947876,0.6001177430152893,0.7009885311126709
1,None,l1,saga,0.6401556730270386,0.6910462379455566,0.608481228351593,0.7088262438774109,0.716121256351471,0.6589296460151672,0.6439634561538696,0.7450387477874756,0.6928110122680664,0.6770548820495605,0.663715124130249,0.6586171984672546,0.6792353391647339,0.7450387477874756
2,None,l2,lbfgs,0.6396073698997498,0.6916899681091309,0.6084507703781128,0.7075340151786804,0.7166967988014221,0.6593631505966187,0.643970251083374,0.7488066554069519,0.6916561126708984,0.6779524087905884,0.6635593771934509,0.6581870913505554,0.6794925332069397,0.7488066554069519
3,None,l2,liblinear,0.5913251042366028,0.6033211350440979,0.5960856676101685,0.6127020120620728,0.6219757199287415,0.5929814577102661,0.5884953737258911,0.6990554928779602,0.611299455165863,0.5964083075523376,0.5935546159744263,0.5939550995826721,0.5987167358398438,0.6990554928779602
4,None,l2,newton-cg,0.6385987401008606,0.6918255090713501,0.6066262722015381,0.7090596556663513,0.7157521843910217,0.6576188802719116,0.6451924443244934,0.7458648085594177,0.6933528780937195,0.6785587072372437,0.662594735622406,0.6585257649421692,0.6799629330635071,0.7458648085594177
5,None,l2,sag,0.6403790712356567,0.6911817789077759,0.6084135174751282,0.7088465690612793,0.7161381840705872,0.6592074036598206,0.6443697214126587,0.7449676990509033,0.6929702162742615,0.6774104833602905,0.6642938852310181,0.6588915586471558,0.680314838886261,0.7449676990509033
6,None,l2,saga,0.6403147578239441,0.6910631656646729,0.6084880232810974,0.7087856531143188,0.7160704731941223,0.6590414047241211,0.6440447568893433,0.7445715665817261,0.692746639251709,0.6768753528594971,0.6639317274093628,0.658637523651123,0.6789003014564514,0.7445715665817261
7,0.1,elasticnet,saga,0.6403655409812927,0.6910970211029053,0.6084744334220886,0.708775520324707,0.7160874009132385,0.6590820550918579,0.6440718173980713,0.7448153495788574,0.69276362657547,0.6769058108329773,0.6639960408210754,0.6586849689483643,0.6789341568946838,0.7448153495788574
8,0.2,elasticnet,saga,0.6403486132621765,0.6911207437515259,0.6084643006324768,0.7088059186935425,0.7160874009132385,0.6590380072593689,0.643970251083374,0.7447577714920044,0.6927872896194458,0.6769058108329773,0.6639893054962158,0.6586646437644958,0.6789679527282715,0.7447577714920044
9,0.3,elasticnet,saga,0.6403486132621765,0.6911546587944031,0.6084643006324768,0.7088161110877991,0.7160874009132385,0.6590481996536255,0.6439533233642578,0.7447645664215088,0.6928144097328186,0.6769295334815979,0.6640095710754395,0.658668041229248,0.6789950728416443,0.7447645664215088
