id,distance,neighbors,p,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,Manhattan,5,1,0.6799492239952087,0.7455800175666809,0.5732680559158325,0.933218777179718,0.734904944896698,0.7098869681358337,0.7023499011993408,0.7172449827194214,0.7303290963172913,0.7177507281303406,0.7261886596679688,0.7309471964836121,0.7486810088157654,0.933218777179718
1,Euclidean,5,2,0.6769503951072693,0.7430320978164673,0.5717312693595886,0.9257256984710693,0.7370548844337463,0.7050774693489075,0.6944243907928467,0.7085412740707397,0.7206363081932068,0.7170631289482117,0.7203227877616882,0.7242445349693298,0.7422071695327759,0.9257256984710693
2,Manhattan,9,1,0.6936977505683899,0.7533153891563416,0.5836833715438843,0.9157902002334595,0.7456883192062378,0.7241936326026917,0.7165859341621399,0.7273198366165161,0.7426228523254395,0.7306758165359497,0.7398024201393127,0.7436479330062866,0.756525456905365,0.9157902002334595
3,Euclidean,9,2,0.692181408405304,0.7525327205657959,0.5811684131622314,0.9089432954788208,0.7486034035682678,0.7222156524658203,0.7116329073905945,0.7227834463119507,0.7379559874534607,0.7302693724632263,0.7370539307594299,0.7403355836868286,0.7523494362831116,0.9089432954788208
4,Manhattan,13,1,0.700991690158844,0.7562462091445923,0.5906088948249817,0.905286431312561,0.7511324882507324,0.7310658693313599,0.7250767946243286,0.7327296137809753,0.7480619549751282,0.7368165850639343,0.7459695339202881,0.7511464357376099,0.7597640752792358,0.905286431312561
5,Euclidean,13,2,0.6998070478439331,0.7561107277870178,0.5879585146903992,0.8987642526626587,0.752977728843689,0.729992151260376,0.721657395362854,0.7288669347763062,0.7454812526702881,0.7365354895591736,0.7446765303611755,0.7484064698219299,0.756799578666687,0.8987642526626587
6,Manhattan,17,1,0.7058385610580444,0.7593634128570557,0.5944710969924927,0.8985341787338257,0.7548872232437134,0.7350692749023438,0.7307068705558777,0.7354920506477356,0.7507544159889221,0.7392315864562988,0.7494288086891174,0.7543233633041382,0.7609654068946838,0.8985341787338257
7,Euclidean,17,2,0.7041191458702087,0.7588179111480713,0.5921828746795654,0.8924145698547363,0.7562584280967712,0.7331624031066895,0.7278359532356262,0.7326856255531311,0.7477266788482666,0.739106297492981,0.7479022741317749,0.7509127855300903,0.7578994035720825,0.8924145698547363
8,Manhattan,21,1,0.7092773914337158,0.7601596713066101,0.5980557203292847,0.8939098119735718,0.7569592595100403,0.7375959753990173,0.7347626686096191,0.7359795570373535,0.7524274587631226,0.7413891553878784,0.7513886094093323,0.7563588619232178,0.7614222764968872,0.8939098119735718
9,Euclidean,21,2,0.7070232033729553,0.7602240443229675,0.5950837731361389,0.8878917098045349,0.757531464099884,0.7356586456298828,0.7319628596305847,0.7345610857009888,0.7487968802452087,0.74101322889328,0.7502073049545288,0.7528128027915955,0.7581498026847839,0.8878917098045349
10,Manhattan,25,1,0.7099103331565857,0.7607458233833313,0.599829375743866,0.889447808265686,0.7578158378601074,0.7383275628089905,0.7360525727272034,0.7365956902503967,0.7524951696395874,0.7424831986427307,0.7522788047790527,0.7563791871070862,0.7610331177711487,0.889447808265686
11,Euclidean,25,2,0.7078693509101868,0.7607017755508423,0.597700297832489,0.8837239742279053,0.7586385607719421,0.7371082305908203,0.734579861164093,0.735525906085968,0.7493218183517456,0.7427982091903687,0.7512837052345276,0.7536730766296387,0.7584103941917419,0.8837239742279053
12,Manhattan,29,1,0.710008442401886,0.7606509327888489,0.6012104153633118,0.8860446214675903,0.7584963440895081,0.7391404509544373,0.7364351153373718,0.7384880781173706,0.7521971464157104,0.7434112429618835,0.7526782155036926,0.7567178606987,0.7610500454902649,0.8860446214675903
13,Euclidean,29,2,0.7083330750465393,0.761223554611206,0.5995924472808838,0.8801652193069458,0.7597253322601318,0.7378770709037781,0.7355481386184692,0.7380446195602417,0.7489052414894104,0.7434417605400085,0.7520554065704346,0.7545434832572937,0.7584713101387024,0.8801652193069458
14,Manhattan,33,1,0.7114232778549194,0.7617623209953308,0.6021413207054138,0.8829594850540161,0.7598235607147217,0.7406340837478638,0.7381210923194885,0.7388706207275391,0.7525256276130676,0.745223343372345,0.7549223899841309,0.7587668895721436,0.7620584964752197,0.8829594850540161
15,Euclidean,33,2,0.7095921635627747,0.7627652287483215,0.6010276675224304,0.8772965669631958,0.7612218260765076,0.7397433519363403,0.7369564771652222,0.7382782101631165,0.7496774196624756,0.7450878620147705,0.7538697123527527,0.7563859224319458,0.75950688123703,0.8772965669631958
