id,distance,neighbors,p,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,Manhattan,5,1,0.6546860933303833,0.5947149991989136,0.9309377074241638,0.5974249839782715,0.6074274778366089,0.6381334662437439,0.6482529044151306,0.5943667888641357,0.6309627294540405,0.6221129298210144,0.6266141533851624,0.6263301968574524,0.6257119178771973,0.9309377074241638
1,Euclidean,5,2,0.6438111066818237,0.5925939679145813,0.9208676218986511,0.5925536155700684,0.6052640676498413,0.6265262365341187,0.632571280002594,0.5910525321960449,0.6243112087249756,0.6166698932647705,0.6148992776870728,0.6137039661407471,0.622249960899353,0.9208676218986511
2,Manhattan,9,1,0.6659096479415894,0.6069703102111816,0.9127641320228577,0.6050668358802795,0.6146355867385864,0.6498355865478516,0.6610738039016724,0.6031009554862976,0.642338752746582,0.6345672607421875,0.6383323669433594,0.6393425464630127,0.6389641761779785,0.9127641320228577
3,Euclidean,9,2,0.6576307415962219,0.6058318614959717,0.9024841785430908,0.6002902388572693,0.6135115623474121,0.6417643427848816,0.64918053150177,0.5987914204597473,0.6372146010398865,0.6327077150344849,0.6308891773223877,0.6307297348976135,0.6374548673629761,0.9024841785430908
4,Manhattan,13,1,0.6725435853004456,0.6133096814155579,0.9026229381561279,0.6083651781082153,0.6165688037872314,0.6570769548416138,0.6689653992652893,0.6073529720306396,0.6486244797706604,0.6406978964805603,0.6454472541809082,0.646929144859314,0.6465682983398438,0.9026229381561279
5,Euclidean,13,2,0.6639329791069031,0.6130894422531128,0.8920044898986816,0.6042279005050659,0.61612868309021,0.647823691368103,0.6575495004653931,0.6029689311981201,0.6433683037757874,0.6390653252601624,0.6377670764923096,0.6377676725387573,0.64564448595047,0.8920044898986816
6,Manhattan,17,1,0.6758199334144592,0.6175518035888672,0.8954300284385681,0.6111763119697571,0.6185054183006287,0.6605960726737976,0.6729806065559387,0.6103523969650269,0.6528138518333435,0.6445150971412659,0.6495530605316162,0.6508917808532715,0.6505074501037598,0.8954300284385681
7,Euclidean,17,2,0.6695447564125061,0.618761420249939,0.8852482438087463,0.6075093150138855,0.6179975867271423,0.6535951495170593,0.6626819372177124,0.6055113673210144,0.6481503248214722,0.6447352766990662,0.6433080434799194,0.6439588665962219,0.6513534784317017,0.8852482438087463
8,Manhattan,21,1,0.6781113743782043,0.6205775141716003,0.8900514245033264,0.6133007407188416,0.6210548281669617,0.6632142066955566,0.6756483912467957,0.6134297251701355,0.6568034291267395,0.6482679843902588,0.652450442314148,0.6536757946014404,0.6537257432937622,0.8900514245033264
9,Euclidean,21,2,0.6732171177864075,0.6224410533905029,0.8801471590995789,0.6095051765441895,0.621200442314148,0.6568737626075745,0.6659286022186279,0.6095534563064575,0.6526682376861572,0.6487489938735962,0.6463916301727295,0.6474472880363464,0.6543044447898865,0.8801471590995789
10,Manhattan,25,1,0.680822491645813,0.6224851012229919,0.8853328824043274,0.6149245500564575,0.622165322303772,0.6654868721961975,0.6787630915641785,0.615301787853241,0.6588184833526611,0.6510454416275024,0.65474534034729,0.6568593978881836,0.6562841534614563,0.8853328824043274
11,Euclidean,25,2,0.674466073513031,0.6243926286697388,0.8746873140335083,0.6114537119865417,0.6221687197685242,0.658513069152832,0.6682307720184326,0.6110666990280151,0.6545275449752808,0.6508862376213074,0.6482566595077515,0.6498045921325684,0.6566022634506226,0.8746873140335083
12,Manhattan,29,1,0.6830326914787292,0.6243181228637695,0.8810306191444397,0.6175259947776794,0.6230049729347229,0.6679830551147461,0.6809535026550293,0.6171163320541382,0.6605965495109558,0.6538431644439697,0.6580827832221985,0.660693347454071,0.6591877341270447,0.8810306191444397
13,Euclidean,29,2,0.676892876625061,0.6265204548835754,0.8701007962226868,0.6143088340759277,0.6230252981185913,0.6610126495361328,0.6707665324211121,0.6132739782333374,0.6558517217636108,0.6541581749916077,0.6513740420341492,0.6530627608299255,0.6589102149009705,0.8701007962226868
14,Manhattan,33,1,0.6829920411109924,0.6252566576004028,0.8771413564682007,0.6174312233924866,0.6251345872879028,0.6693853139877319,0.6818642020225525,0.6186939477920532,0.6612501740455627,0.6545680165290833,0.6597853302955627,0.6615332961082458,0.6595701575279236,0.8771413564682007
15,Euclidean,33,2,0.6777796745300293,0.6280248761177063,0.865744411945343,0.6150801777839661,0.6250736117362976,0.6620965003967285,0.6724525094032288,0.6150072813034058,0.6569456458091736,0.6546187996864319,0.6530833840370178,0.6540381908416748,0.6594787836074829,0.865744411945343
16,Manhattan,37,1,0.6849009990692139,0.627011775970459,0.8738377094268799,0.6191937327384949,0.6261536478996277,0.6713429689407349,0.6836077570915222,0.6195775270462036,0.6631467342376709,0.6574503779411316,0.6613728404045105,0.663419783115387,0.6611369848251343,0.8738377094268799
17,Euclidean,37,2,0.6793332099914551,0.629508912563324,0.862934947013855,0.616176187992096,0.6261705756187439,0.6646130084991455,0.67434161901474,0.6164663434028625,0.658517062664032,0.6571557521820068,0.6548096537590027,0.6556367874145508,0.6607038378715515,0.862934947013855
18,Manhattan,41,1,0.6859638094902039,0.6282755732536316,0.8706863522529602,0.6202525496482849,0.6273928284645081,0.6729145646095276,0.6849077343940735,0.6213006377220154,0.6646910905838013,0.6595368385314941,0.6627030372619629,0.6647542119026184,0.6618815064430237,0.8706863522529602
19,Euclidean,41,2,0.6805077195167542,0.6311962604522705,0.8598850965499878,0.6173094511032104,0.6275553107261658,0.6664115190505981,0.6759835481643677,0.6181895136833191,0.6604306101799011,0.6592150926589966,0.656610369682312,0.6570287942886353,0.6620947122573853,0.8598850965499878
20,Manhattan,45,1,0.6870536208152771,0.6290582418441772,0.8682593703269958,0.6221300363540649,0.6285473704338074,0.6735783815383911,0.6851583123207092,0.6220793128013611,0.6647859215736389,0.6613997220993042,0.6632919907569885,0.6652013063430786,0.6611133217811584,0.8682593703269958
21,Euclidean,45,2,0.6818819046020508,0.6332935690879822,0.8569199442863464,0.6188452839851379,0.6288554668426514,0.6688907742500305,0.6776864528656006,0.6190087795257568,0.6622865200042725,0.6608476638793945,0.6584076881408691,0.6588712334632874,0.6627985835075378,0.8569199442863464
22,Manhattan,49,1,0.6893823146820068,0.6306846141815186,0.8658595085144043,0.6233749389648438,0.6293429732322693,0.6759729981422424,0.6873961091041565,0.6237854957580566,0.6661880016326904,0.6638756990432739,0.6657257080078125,0.666935384273529,0.6612351536750793,0.8658595085144043
23,Euclidean,49,2,0.6839296221733093,0.6336696743965149,0.8541781902313232,0.6202796101570129,0.6295088529586792,0.6703336238861084,0.6791591644287109,0.6203154921531677,0.6626759767532349,0.6632457375526428,0.6603708863258362,0.6603919267654419,0.6618510484695435,0.8541781902313232
