id,distance,neighbors,p,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,Manhattan,5,1,0.7547131776809692,0.7030948400497437,0.6316983103752136,0.6930113434791565,0.6813604831695557,0.7806107997894287,0.938194215297699,0.6629946827888489,0.7513877153396606,0.7545615434646606,0.7670501470565796,0.7711256146430969,0.7340040802955627,0.938194215297699
1,Euclidean,5,2,0.7540091276168823,0.693882167339325,0.616439163684845,0.6789554953575134,0.6696494221687317,0.781572699546814,0.9307326078414917,0.649476945400238,0.7534976601600647,0.7467814087867737,0.7663630247116089,0.7718097567558289,0.7303661108016968,0.9307326078414917
2,Manhattan,9,1,0.7625418901443481,0.7185147404670715,0.6405498385429382,0.7060489058494568,0.6946730017662048,0.784993588924408,0.9200242161750793,0.6727275848388672,0.7610635757446289,0.7653020024299622,0.7731022238731384,0.7791152000427246,0.7448129653930664,0.9200242161750793
3,Euclidean,9,2,0.7630834579467773,0.71126389503479,0.631674587726593,0.6954774260520935,0.6873125433921814,0.7863348126411438,0.9135443568229675,0.6636108160018921,0.7629905939102173,0.7592120170593262,0.7728923559188843,0.7802362442016602,0.7439669370651245,0.9135443568229675
4,Manhattan,13,1,0.7634523510932922,0.7279509902000427,0.6471267342567444,0.7121245265007019,0.7013969421386719,0.7852780818939209,0.90966796875,0.6775923371315002,0.7648295760154724,0.7695257067680359,0.7750011086463928,0.7810423374176025,0.7498011589050293,0.90966796875
5,Euclidean,13,2,0.7646607160568237,0.7214557528495789,0.6410474181175232,0.7012384533882141,0.6955092549324036,0.7852306962013245,0.90378737449646,0.6693083643913269,0.7675355672836304,0.7655119895935059,0.7750688195228577,0.7816689014434814,0.7496691942214966,0.90378737449646
6,Manhattan,17,1,0.7637535929679871,0.7340531945228577,0.6495469212532043,0.7189105749130249,0.708598256111145,0.78432297706604,0.9024026989936829,0.6820508241653442,0.7678437829017639,0.7717713713645935,0.777116596698761,0.7832438349723816,0.755117654800415,0.9024026989936829
7,Euclidean,17,2,0.7648671269416809,0.7282220721244812,0.6452413201332092,0.7092694044113159,0.7024261951446533,0.7841603755950928,0.89715176820755,0.6732760071754456,0.7692086100578308,0.7680590748786926,0.7762703895568848,0.7831692695617676,0.7547250986099243,0.89715176820755
8,Manhattan,21,1,0.7631206512451172,0.7383359670639038,0.6523022651672363,0.7227433919906616,0.7113813161849976,0.7833136320114136,0.8973955512046814,0.684027910232544,0.7672104835510254,0.7718797326087952,0.7786194682121277,0.7833318710327148,0.7583122849464417,0.8973955512046814
9,Euclidean,21,2,0.7640683650970459,0.7337618470191956,0.6497331261634827,0.7150473594665527,0.7074640393257141,0.7833068370819092,0.8920803070068359,0.6772063970565796,0.7684330940246582,0.7695155739784241,0.7782674431800842,0.7837450504302979,0.7583292126655579,0.8920803070068359
10,Manhattan,25,1,0.7622338533401489,0.7403350472450256,0.6539270281791687,0.7251080274581909,0.7133009433746338,0.7822094559669495,0.8933566212654114,0.6858627796173096,0.7674238085746765,0.7726960182189941,0.7780339121818542,0.7834300994873047,0.7601227760314941,0.8933566212654114
11,Euclidean,25,2,0.7630563378334045,0.7362691164016724,0.651066780090332,0.7190357446670532,0.7100845575332642,0.7824499607086182,0.8882207870483398,0.6800094842910767,0.7684364318847656,0.771161675453186,0.7782403826713562,0.7829423546791077,0.7594324350357056,0.8882207870483398
12,Manhattan,29,1,0.7627584934234619,0.7432252168655396,0.6555483937263489,0.7272831797599792,0.7153662443161011,0.7810477614402771,0.8902081251144409,0.6891228556632996,0.7681519985198975,0.7743285894393921,0.7793743014335632,0.7835384607315063,0.7619941830635071,0.8902081251144409
13,Euclidean,29,2,0.7641462087631226,0.7388170957565308,0.6521769762039185,0.7213563919067383,0.7125798463821411,0.78133225440979,0.8852720260620117,0.6818206310272217,0.7695744037628174,0.7724453806877136,0.7788259387016296,0.7828407883644104,0.7605322599411011,0.8852720260620117
14,Manhattan,33,1,0.7616280317306519,0.7440519332885742,0.6545193791389465,0.727225661277771,0.7164225578308105,0.7800112962722778,0.8871949911117554,0.6900470852851868,0.766506016254425,0.7742845416069031,0.7786702513694763,0.7825867533683777,0.762610137462616,0.8871949911117554
15,Euclidean,33,2,0.7629006505012512,0.7415920495986938,0.6545159816741943,0.7231966853141785,0.7162397503852844,0.7799029350280762,0.8822284936904907,0.6849961280822754,0.7684466242790222,0.774528443813324,0.7781692743301392,0.7819737195968628,0.7627387046813965,0.8822284936904907
16,Manhattan,37,1,0.7601150870323181,0.7450954914093018,0.6551489233970642,0.7282574772834778,0.7175635099411011,0.7788834571838379,0.884787917137146,0.6901215314865112,0.7645654082298279,0.7745216488838196,0.7777800559997559,0.7815706729888916,0.7637674808502197,0.884787917137146
17,Euclidean,37,2,0.7613166570663452,0.742239236831665,0.6550406217575073,0.7228651642799377,0.716835618019104,0.7792865037918091,0.8795674443244934,0.6853448152542114,0.7665094137191772,0.774010181427002,0.7771775126457214,0.7805140018463135,0.7625965476036072,0.8795674443244934
