id,distance,neighbors,p,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,Manhattan,5,1,0.7304315567016602,0.7254470586776733,0.6266277432441711,0.7167218923568726,0.7370108366012573,0.7635064721107483,0.7699482440948486,0.7165544033050537,0.7365843653678894,0.937911331653595,0.7792422771453857,0.7586754560470581,0.7300480008125305,0.937911331653595
1,Euclidean,5,2,0.7274665832519531,0.7202461361885071,0.6138259768486023,0.7124120593070984,0.7256993055343628,0.7627105712890625,0.7639626860618591,0.7033514976501465,0.7322256565093994,0.9320245385169983,0.7794927358627319,0.7569379806518555,0.7284033298492432,0.9320245385169983
2,Manhattan,9,1,0.742714524269104,0.735184907913208,0.6361900568008423,0.7272222638130188,0.7457188367843628,0.7690069675445557,0.7800641059875488,0.7211110591888428,0.7490576505661011,0.9199902415275574,0.7848678231239319,0.7684804201126099,0.7422748804092407,0.9199902415275574
3,Euclidean,9,2,0.7391876578330994,0.7316374182701111,0.6265024542808533,0.7260586023330688,0.7370718121528625,0.7680145502090454,0.7749892473220825,0.7117505669593811,0.7460265159606934,0.914513349533081,0.784993052482605,0.7678606510162354,0.7414897680282593,0.914513349533081
4,Manhattan,13,1,0.7457877993583679,0.7399893999099731,0.6427094340324402,0.7331219911575317,0.7514203190803528,0.7708765864372253,0.7822443842887878,0.7218592166900635,0.753257155418396,0.9101372361183167,0.7834360599517822,0.7715591192245483,0.7458789944648743,0.9101372361183167
5,Euclidean,13,2,0.7424741983413696,0.7360353469848633,0.6334584355354309,0.7320225834846497,0.7430711984634399,0.770185649394989,0.7786354422569275,0.7145197987556458,0.7499822378158569,0.9049007892608643,0.7828775644302368,0.7711730003356934,0.7455540895462036,0.9049007892608643
6,Manhattan,17,1,0.747151792049408,0.7423679828643799,0.6445169448852539,0.736132800579071,0.7536447048187256,0.7725836038589478,0.784312903881073,0.721855878829956,0.7576395869255066,0.9036204814910889,0.7847053408622742,0.7741737961769104,0.7484949231147766,0.9036204814910889
7,Euclidean,17,2,0.7449314594268799,0.7385697364807129,0.6365996599197388,0.7353513240814209,0.7464670538902283,0.7714930176734924,0.7808631062507629,0.716361403465271,0.7532097697257996,0.898306131362915,0.7843364477157593,0.7735336422920227,0.7479500770568848,0.898306131362915
8,Manhattan,21,1,0.7480555176734924,0.744573712348938,0.6461958885192871,0.7365691661834717,0.753678560256958,0.7733829617500305,0.7842316627502441,0.7211043238639832,0.7608434557914734,0.8988785147666931,0.7834868431091309,0.7753456234931946,0.7502309679985046,0.8988785147666931
9,Euclidean,21,2,0.7462717890739441,0.7399893999099731,0.638525664806366,0.7358554005622864,0.74736088514328,0.7721500992774963,0.7821529507637024,0.716598391532898,0.7560613751411438,0.893520176410675,0.7825289368629456,0.7751187086105347,0.7488570213317871,0.893520176410675
10,Manhattan,25,1,0.7497546076774597,0.7464745044708252,0.6466799378395081,0.737739622592926,0.753563404083252,0.7749375700950623,0.7834123969078064,0.7198686599731445,0.7621303796768188,0.8946684002876282,0.7841739654541016,0.7767342329025269,0.7526032328605652,0.8946684002876282
11,Euclidean,25,2,0.7471450567245483,0.7411211133003235,0.6405566334724426,0.7366063594818115,0.7471949458122253,0.7720315456390381,0.7814318537712097,0.7160939574241638,0.7573246359825134,0.8892592191696167,0.7829892635345459,0.775423526763916,0.7510837912559509,0.8892592191696167
12,Manhattan,29,1,0.7498629093170166,0.7465388774871826,0.6452955007553101,0.7366740107536316,0.752303957939148,0.7757335305213928,0.7837644815444946,0.7181996703147888,0.7630109190940857,0.8909121155738831,0.7846816778182983,0.776951014995575,0.7534323334693909,0.8909121155738831
13,Euclidean,29,2,0.7473616600036621,0.7413684725761414,0.6404042840003967,0.7356693148612976,0.7466905117034912,0.7738673090934753,0.7817162275314331,0.7147533893585205,0.7582187056541443,0.885492742061615,0.7826372385025024,0.7759349346160889,0.7520583868026733,0.885492742061615
14,Manhattan,33,1,0.7504518628120422,0.7469861507415771,0.6449434757232666,0.7354426383972168,0.7517385482788086,0.7761772274971008,0.783320963382721,0.7174413204193115,0.7629330158233643,0.8877824544906616,0.7844650745391846,0.7785530090332031,0.755280077457428,0.8877824544906616
15,Euclidean,33,2,0.7477272152900696,0.7414565682411194,0.6403839588165283,0.7342586517333984,0.7456172704696655,0.7747547030448914,0.7819193601608276,0.7135583758354187,0.7581577897071838,0.8820582628250122,0.7828132510185242,0.777509868144989,0.7542343735694885,0.8820582628250122
16,Manhattan,37,1,0.7503976821899414,0.7473961114883423,0.6448757648468018,0.7359433174133301,0.7521244883537292,0.7768071889877319,0.7837441563606262,0.7178035974502563,0.7634647488594055,0.8849135637283325,0.7841299772262573,0.778651237487793,0.7553545236587524,0.8849135637283325
17,Euclidean,37,2,0.7477542757987976,0.7425102591514587,0.6400285959243774,0.7351720333099365,0.7471103072166443,0.7755540013313293,0.7826743721961975,0.7148515582084656,0.759255051612854,0.8792029619216919,0.7828572392463684,0.7775843739509583,0.7546980381011963,0.8792029619216919
18,Manhattan,41,1,0.749636173248291,0.7466880083084106,0.6454918384552002,0.734870970249176,0.7517554759979248,0.7776234745979309,0.7831043004989624,0.716655969619751,0.7647144198417664,0.8824376463890076,0.7829993963241577,0.7777197957038879,0.7554662227630615,0.8824376463890076
19,Euclidean,41,2,0.7472600936889648,0.7420156002044678,0.6412166953086853,0.7342281937599182,0.7470121383666992,0.7757979035377502,0.7821428179740906,0.7143335938453674,0.7611414790153503,0.8768082857131958,0.7819704413414001,0.776622474193573,0.7545084953308105,0.8768082857131958
20,Manhattan,45,1,0.7488982677459717,0.7466473579406738,0.6457828879356384,0.7334197163581848,0.7512645721435547,0.7783991098403931,0.7842587828636169,0.7141711115837097,0.7660555839538574,0.880205512046814,0.7826642990112305,0.7777875661849976,0.7558689117431641,0.880205512046814
21,Euclidean,45,2,0.7467050552368164,0.7423611879348755,0.6417210102081299,0.7347187399864197,0.7478449940681458,0.77744060754776,0.7832667827606201,0.7132773399353027,0.7627332210540771,0.8744542598724365,0.7811242341995239,0.7768866419792175,0.7547250986099243,0.8744542598724365
22,Manhattan,49,1,0.748586893081665,0.7479924559593201,0.6439211964607239,0.7340996861457825,0.7515760064125061,0.7783753871917725,0.7841300964355469,0.7134161591529846,0.7652360200881958,0.8779531121253967,0.7824239730834961,0.7779399752616882,0.7577741742134094,0.8779531121253967
