id,distance,neighbors,p,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,Manhattan,5,1,0.6391030550003052,0.7185519933700562,0.5497632026672363,0.7091070413589478,0.7065702676773071,0.6796987056732178,0.6558499932289124,0.9528250694274902,0.6995607614517212,0.6855022311210632,0.6905770301818848,0.6978980898857117,0.70576012134552,0.9528250694274902
1,Euclidean,5,2,0.6206430792808533,0.7109928131103516,0.5430949330329895,0.7016985416412354,0.702517569065094,0.6624216437339783,0.6355708241462708,0.9453333020210266,0.685184121131897,0.6724145412445068,0.6750339269638062,0.6811060309410095,0.6943995952606201,0.9453333020210266
2,Manhattan,9,1,0.6567845940589905,0.729621410369873,0.5627105236053467,0.7242284417152405,0.7210067510604858,0.6990824341773987,0.675878643989563,0.9365009069442749,0.7180183529853821,0.7018212080001831,0.709955096244812,0.7159026861190796,0.723056435585022,0.9365009069442749
3,Euclidean,9,2,0.6446031332015991,0.7238274812698364,0.555392324924469,0.7189342379570007,0.7193376421928406,0.6880781054496765,0.66301029920578,0.9293408989906311,0.7083120346069336,0.6924118995666504,0.7003151178359985,0.7049123048782349,0.7146028280258179,0.9293408989906311
4,Manhattan,13,1,0.6658318042755127,0.7334297895431519,0.5703028440475464,0.7321917414665222,0.7276765704154968,0.7081155776977539,0.6872572898864746,0.9262500405311584,0.7254555821418762,0.7110713720321655,0.7179059982299805,0.7234249114990234,0.7304270267486572,0.9262500405311584
5,Euclidean,13,2,0.658294141292572,0.7290555834770203,0.5619556903839111,0.7279969453811646,0.7273312211036682,0.7013449668884277,0.6775916814804077,0.919929563999176,0.7185907363891602,0.7035859227180481,0.7122431993484497,0.7158485054969788,0.7254963517189026,0.919929563999176
6,Manhattan,17,1,0.6670265793800354,0.7355982661247253,0.5727264285087585,0.7360549569129944,0.7296368479728699,0.7103171348571777,0.690686821937561,0.9195605516433716,0.728144645690918,0.7132188081741333,0.7190196514129639,0.7248880863189697,0.7319972515106201,0.9195605516433716
7,Euclidean,17,2,0.6631070971488953,0.7316170930862427,0.5649140477180481,0.7320665717124939,0.7295995950698853,0.7059919238090515,0.6846436858177185,0.9136396050453186,0.7232508659362793,0.7085005640983582,0.7167077660560608,0.7203158140182495,0.729411780834198,0.9136396050453186
8,Manhattan,21,1,0.6702521443367004,0.7373533844947815,0.5751940608024597,0.7396374344825745,0.7322641611099243,0.7137143015861511,0.6960223913192749,0.914160966873169,0.7290557026863098,0.7175203561782837,0.7223367691040039,0.7284239530563354,0.7345793843269348,0.914160966873169
9,Euclidean,21,2,0.6671653389930725,0.7326741814613342,0.5686713457107544,0.7354900240898132,0.7316784262657166,0.7106287479400635,0.6919462084770203,0.9084329009056091,0.7252659201622009,0.7138420343399048,0.7203431129455566,0.7249084115028381,0.7315065860748291,0.9084329009056091
10,Manhattan,25,1,0.6712641716003418,0.7399521470069885,0.5761926174163818,0.7420324683189392,0.7332121133804321,0.7159157991409302,0.6996719241142273,0.9092013835906982,0.731067419052124,0.7195492386817932,0.725623369216919,0.7326914072036743,0.7394965291023254,0.9092013835906982
11,Euclidean,25,2,0.6686647534370422,0.7364385724067688,0.5704687237739563,0.7377328872680664,0.7344952821731567,0.7144865393638611,0.6964963674545288,0.903483510017395,0.7278872728347778,0.717012345790863,0.7245944142341614,0.7302156090736389,0.7370870113372803,0.903483510017395
12,Manhattan,29,1,0.6727263331413269,0.7393659949302673,0.5780543088912964,0.7430168986320496,0.7338587641716003,0.7156313061714172,0.7002948522567749,0.9052608609199524,0.7317074537277222,0.7206432819366455,0.7258738875389099,0.7315365076065063,0.740200400352478,0.9052608609199524
13,Euclidean,29,2,0.6697884798049927,0.7359845042228699,0.5720325112342834,0.7381354570388794,0.7347491979598999,0.7140868306159973,0.6977794766426086,0.899915337562561,0.7281073927879333,0.7189260125160217,0.7248178124427795,0.729602575302124,0.7380785346031189,0.899915337562561
14,Manhattan,33,1,0.6755457520484924,0.7404976487159729,0.5798144340515137,0.7462441921234131,0.7343056797981262,0.7174196243286133,0.7017269730567932,0.9021632671356201,0.7324491739273071,0.723844051361084,0.7275663018226624,0.7334669828414917,0.7409719824790955,0.9021632671356201
15,Euclidean,33,2,0.6714097261428833,0.7378107905387878,0.5730852484703064,0.7414945960044861,0.7344851493835449,0.7154653668403625,0.6990997791290283,0.8965740203857422,0.7287508845329285,0.7222182750701904,0.7262225151062012,0.7315229177474976,0.7393746972084045,0.8965740203857422
16,Manhattan,37,1,0.677139937877655,0.7428151965141296,0.579181432723999,0.7497285008430481,0.7340619564056396,0.7209556698799133,0.7044150233268738,0.8989166617393494,0.734498143196106,0.7257848978042603,0.729756236076355,0.7365795373916626,0.7436082363128662,0.8989166617393494
17,Euclidean,37,2,0.6740903854370117,0.740324854850769,0.5721476078033447,0.7428883910179138,0.7338046431541443,0.7185983061790466,0.7012055516242981,0.8931581974029541,0.7306305170059204,0.7241218090057373,0.7281180024147034,0.7346862554550171,0.7414728403091431,0.8931581974029541
18,Manhattan,41,1,0.6758267283439636,0.7412363290786743,0.5794624090194702,0.7517886757850647,0.734332799911499,0.7194247245788574,0.7030743956565857,0.895764946937561,0.7331840991973877,0.7254224419593811,0.7279555201530457,0.7347506284713745,0.742867112159729,0.895764946937561
19,Euclidean,41,2,0.6730546355247498,0.7397793531417847,0.5722864270210266,0.7463287115097046,0.7347289323806763,0.7184560894966125,0.7009719610214233,0.8900402784347534,0.730095386505127,0.7252565026283264,0.7271262407302856,0.7331181764602661,0.7402037978172302,0.8900402784347534
20,Manhattan,45,1,0.6755119562149048,0.7416564226150513,0.5796147584915161,0.750882089138031,0.7342345714569092,0.7191910743713379,0.7030303478240967,0.8924371004104614,0.7334719896316528,0.7260931134223938,0.728622317314148,0.7343272566795349,0.7424203753471375,0.8924371004104614
21,Euclidean,45,2,0.6725063323974609,0.7403858304023743,0.5724048614501953,0.7452293038368225,0.7358224987983704,0.7182697653770447,0.7002508640289307,0.8869291543960571,0.7307490110397339,0.7257747054100037,0.7271973490715027,0.7321528792381287,0.7405726909637451,0.8869291543960571
22,Manhattan,49,1,0.6743916273117065,0.7406060695648193,0.5798144340515137,0.75127112865448,0.7353620529174805,0.7181715369224548,0.7015779614448547,0.8892921209335327,0.7324390411376953,0.7260118126869202,0.7274579405784607,0.733287513256073,0.7410904169082642,0.8892921209335327
23,Euclidean,49,2,0.6719648241996765,0.7398403286933899,0.5712235569953918,0.745476245880127,0.7364522218704224,0.7170369029045105,0.6998310685157776,0.8840346932411194,0.7306135892868042,0.7258390784263611,0.7266727089881897,0.7313197255134583,0.739953339099884,0.8840346932411194
