id,learning_rate,n_estimator,testscore_day1,testscore_day10,testscore_day11,testscore_day12,testscore_day13,testscore_day2,testscore_day3,testscore_day4,testscore_day5,testscore_day6,testscore_day7,testscore_day8,testscore_day9,train_score
0,0.004999999888241291,30,0.6409916877746582,0.6761413216590881,0.5585572123527527,0.6638306975364685,0.6726085543632507,0.6712549328804016,0.6573598980903625,0.6527167558670044,0.6741366386413574,0.6747753620147705,0.6768955588340759,0.6765032410621643,0.678565263748169,0.6768955588340759
1,0.004999999888241291,40,0.7140159010887146,0.7512858510017395,0.6201760768890381,0.7398809790611267,0.7475809454917908,0.7446985244750977,0.7303141355514526,0.7176072597503662,0.7482786774635315,0.7461006045341492,0.7499365210533142,0.749364972114563,0.7510939240455627,0.7499365210533142
2,0.004999999888241291,50,0.740287721157074,0.7779039144515991,0.6464226841926575,0.766852617263794,0.7698315978050232,0.7743990421295166,0.7613964676856995,0.7471545934677124,0.7784950137138367,0.7735698819160461,0.7791542410850525,0.7784581780433655,0.7815883159637451,0.7791542410850525
3,0.004999999888241291,60,0.7406904697418213,0.7779411673545837,0.6496755480766296,0.7667037844657898,0.7696318626403809,0.7746734023094177,0.7618094682693481,0.7469244003295898,0.7786812782287598,0.7738543748855591,0.7790459394454956,0.7784785032272339,0.7813006639480591,0.7790459394454956
4,0.014999999664723873,30,0.7440480589866638,0.7812548875808716,0.65546715259552,0.7692645788192749,0.7725266218185425,0.7786463499069214,0.765357494354248,0.7491553425788879,0.7817056179046631,0.7772414684295654,0.7825831174850464,0.7820075750350952,0.7844817638397217,0.7825831174850464
5,0.014999999664723873,40,0.7426772713661194,0.7817190885543823,0.6529995203018188,0.769132673740387,0.7725502848625183,0.7776404023170471,0.7639897465705872,0.7499780058860779,0.781634509563446,0.7764116525650024,0.7819569110870361,0.7814657092094421,0.7844445109367371,0.7819569110870361
6,0.014999999664723873,50,0.7598273754119873,0.7955532670021057,0.6697683930397034,0.7785032391548157,0.7843189239501953,0.7979183793067932,0.7813709378242493,0.7502251267433167,0.7982023358345032,0.7963141798973083,0.8015008568763733,0.7996464371681213,0.8011857867240906,0.8015008568763733
7,0.014999999664723873,60,0.7624945044517517,0.7968069314956665,0.6713288426399231,0.7797988653182983,0.7850434184074402,0.8003434538841248,0.7840996384620667,0.75014728307724,0.8001903295516968,0.7988274097442627,0.8038228154182434,0.8018343448638916,0.8035919070243835,0.8038228154182434
8,0.02500000037252903,30,0.759644627571106,0.795688807964325,0.6696025133132935,0.7785979509353638,0.7843121290206909,0.797870934009552,0.7812998294830322,0.7502488493919373,0.7982666492462158,0.7962633371353149,0.8014771342277527,0.7996159195899963,0.8011959791183472,0.8014771342277527
9,0.02500000037252903,40,0.767943799495697,0.8015199899673462,0.6783491373062134,0.7837838530540466,0.7906128764152527,0.8067143559455872,0.7897263765335083,0.7530451416969299,0.805009663105011,0.8051815629005432,0.8099358081817627,0.8075174689292908,0.8086207509040833,0.8099358081817627
10,0.02500000037252903,50,0.7751531600952148,0.8029057383537292,0.6840696334838867,0.7852148413658142,0.7904672622680664,0.811893105506897,0.7962671518325806,0.7511798143386841,0.8073972463607788,0.8089615702629089,0.81382155418396,0.8111719489097595,0.8113077282905579,0.81382155418396
11,0.02500000037252903,60,0.7771399617195129,0.8043321967124939,0.684929370880127,0.7871058583259583,0.7917572259902954,0.8140438199043274,0.7981629967689514,0.7510342001914978,0.8088061213493347,0.8108718991279602,0.8161435723304749,0.813275158405304,0.8130302429199219,0.8161435723304749
12,0.03500000014901161,30,0.7715011239051819,0.8020248413085938,0.6816324591636658,0.7845078110694885,0.7906332015991211,0.8087940216064453,0.792976438999176,0.7530146837234497,0.8056327700614929,0.8071833252906799,0.8116958737373352,0.8094446063041687,0.8096867203712463,0.8116958737373352
13,0.03500000014901161,40,0.7763716578483582,0.8043321967124939,0.6843742728233337,0.7866694927215576,0.7915947437286377,0.8129972815513611,0.7975502610206604,0.7512305974960327,0.8087519407272339,0.810279130935669,0.8155918121337891,0.8129229545593262,0.8126816749572754,0.8155918121337891
14,0.03500000014901161,50,0.7775698304176331,0.80450838804245,0.6860565543174744,0.7877790331840515,0.7920619249343872,0.8152665495872498,0.797181248664856,0.7503503561019897,0.8094326853752136,0.8108176589012146,0.8176599144935608,0.8144199252128601,0.8133991360664368,0.8176599144935608
15,0.03500000014901161,60,0.7806329131126404,0.8074494004249573,0.6874003410339355,0.7909014225006104,0.7938868403434753,0.8180269598960876,0.7991921901702881,0.7510647177696228,0.8115053772926331,0.8132970333099365,0.8203745484352112,0.8164012432098389,0.8167561888694763,0.8203745484352112
16,0.04500000178813934,30,0.7750177979469299,0.8030650019645691,0.6831895112991333,0.7857155203819275,0.7909852862358093,0.8117372989654541,0.7963517904281616,0.7503842115402222,0.8071737289428711,0.8091749548912048,0.8142954111099243,0.8114868998527527,0.8115784525871277,0.8142954111099243
17,0.04500000178813934,40,0.778795063495636,0.8058941960334778,0.6866793632507324,0.789142370223999,0.793026864528656,0.816126823425293,0.7975976467132568,0.7508785128593445,0.810194730758667,0.8118845820426941,0.8190409541130066,0.815432608127594,0.814864456653595,0.8190409541130066
18,0.04500000178813934,50,0.7812692523002625,0.8072528839111328,0.687809944152832,0.7904447317123413,0.7929828763008118,0.8176780939102173,0.7975773215293884,0.7499644756317139,0.8117390275001526,0.8134291172027588,0.8216066360473633,0.8176712989807129,0.8176631331443787,0.8216066360473633
19,0.04500000178813934,60,0.786197304725647,0.8087437152862549,0.691032350063324,0.7921260595321655,0.793964684009552,0.8227213025093079,0.8008443713188171,0.7495209574699402,0.8145601749420166,0.817287027835846,0.8259053826332092,0.8213393092155457,0.8200726509094238,0.8259053826332092
